player_name,acceleration,sprint_speed,agility,balance,reactions,ball_control,composure,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick,short_pass,long_pass,pass_curve,interceptions,heading,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,classification
Abbubaker Mobara,80,76,68,66,66,69,62,64,50,57,56,49,43,60,65,59,72,66,48,68,72,76,73,73,75,71,51,55,def_ball_winners
Mpho Makola,72,70,80,81,62,74,71,70,69,72,77,57,50,68,66,77,75,66,74,29,67,62,55,34,58,62,55,56,technical_finishing_attackers
Jacopo Dezi,77,75,69,73,64,74,73,68,65,59,60,53,52,71,54,58,74,71,55,62,52,62,65,60,75,93,57,66,all_rounders_passers
Mattia Sprocati,73,76,78,73,65,75,64,68,71,65,67,60,56,66,70,39,70,65,60,16,33,25,22,17,41,55,68,26,aerial_ball_skiller
Fabio Ceravolo,75,78,79,71,64,75,73,70,75,70,64,68,70,59,60,60,65,50,66,25,65,47,18,16,87,65,75,53,technical_finishing_attackers
Alexander Søderlund,63,64,62,51,71,66,70,74,72,73,67,67,65,51,53,62,60,53,51,44,80,47,31,23,73,73,80,79,technical_finishing_attackers
Samuel Adegbenro,90,89,91,92,65,73,71,70,67,67,66,59,59,66,63,63,60,51,61,26,63,48,44,23,76,75,71,64,technical_finishing_attackers
Pål André Helland,77,77,78,69,70,74,70,72,68,85,75,50,64,68,72,76,68,65,73,48,53,48,39,49,51,67,70,66,technical_finishing_attackers
Romain Métanire,78,79,75,71,68,70,67,61,21,43,29,30,52,59,65,22,70,61,38,67,60,67,70,72,82,88,72,71,def_ball_winners
Paulo José de Oliveira,79,72,79,89,72,74,76,78,72,72,75,72,67,65,60,70,62,50,71,18,41,38,12,17,75,59,66,76,technical_finishing_attackers
Christian Gytkjær,72,70,73,67,70,70,71,73,75,72,66,64,79,61,56,56,58,48,61,32,71,42,16,19,78,63,78,67,technical_finishing_attackers
Pedro Miguel Pereira Silva,66,62,67,68,67,75,72,65,59,81,65,56,57,73,60,59,76,65,70,68,52,46,71,68,70,77,73,70,all_rounders_passers
Luká Marecek,69,71,69,65,69,74,70,57,48,74,63,57,55,72,68,68,75,71,69,75,60,69,73,70,68,82,65,76,all_rounders_passers
David Pavelka,61,64,63,64,71,76,68,63,52,70,60,59,68,65,61,60,74,73,58,68,63,66,70,66,66,76,73,80,all_rounders_passers
Syam Ben Youssef,61,65,32,45,61,53,64,42,38,60,40,30,36,53,40,36,58,51,34,68,67,74,70,71,83,73,85,75,strong_defensive_minded
Emanuele Terranova,67,68,62,52,66,48,60,22,21,66,14,15,65,30,30,22,54,53,59,67,69,73,73,71,90,53,84,74,strong_defensive_minded
Josué Humberto Gonçalves Leal Sá,51,52,61,57,70,68,71,38,34,48,27,33,40,34,32,31,64,64,42,73,72,74,73,71,54,70,76,72,strong_defensive_minded
Claiton Machado dos Santos,52,52,56,54,70,58,71,21,14,40,29,26,18,28,18,25,55,47,12,76,70,65,72,70,84,53,89,67,strong_defensive_minded
Michele Castagnetti,74,61,69,72,73,70,74,55,65,75,75,62,58,63,65,68,75,72,62,74,64,64,74,73,72,88,77,70,all_rounders_passers
Shinzo Koroki,75,68,80,75,68,77,73,77,68,69,70,70,71,76,49,55,68,55,46,34,76,26,21,23,68,69,66,74,technical_finishing_attackers
Freddy Hinestroza,84,88,83,78,69,73,59,68,52,76,67,58,47,67,70,66,69,63,45,56,67,37,29,53,80,69,57,58,technical_finishing_attackers
Fouad Bachirou,75,69,93,88,77,78,83,68,38,42,44,40,50,69,56,46,70,74,64,76,44,76,67,62,83,88,60,86,all_rounders_passers
Carlos Strandberg,79,88,56,50,67,68,71,70,70,78,61,64,57,59,50,31,59,46,42,13,66,40,26,16,74,72,90,58,aerial_ball_skiller
Chris Basham,66,68,58,57,68,53,59,36,33,59,40,52,31,59,52,30,63,60,48,76,66,70,73,68,74,83,79,77,def_ball_winners
Oliver Norwood,61,55,68,73,65,74,69,59,58,77,73,69,70,72,70,73,76,77,72,72,58,68,70,69,64,66,61,72,all_rounders_passers
John Egan,69,69,60,70,68,62,55,38,43,62,52,53,54,38,52,29,64,69,42,70,72,73,69,73,75,75,79,66,def_ball_winners
Ângelo Pelegrinelli Neto,66,60,68,66,73,74,71,66,60,77,57,61,59,67,54,66,74,72,59,64,41,58,65,59,60,79,67,83,all_rounders_passers
Fábio José Ferreira Pacheco,66,69,65,71,75,65,70,53,45,69,64,48,44,57,51,58,71,67,49,74,57,72,74,69,78,74,68,83,all_rounders_passers
Leon Clarke,59,66,56,51,68,68,75,73,74,75,61,67,73,58,50,48,60,54,44,27,75,30,21,22,76,66,86,85,technical_finishing_attackers
Pedro Nuno Fernandes Ferreira,69,67,75,79,73,76,65,65,64,79,68,64,66,70,70,74,70,66,74,52,40,28,33,28,67,68,48,66,technical_finishing_attackers
Josh Windass,91,88,85,78,68,72,68,71,70,75,69,61,61,69,65,63,69,67,69,36,60,30,32,33,64,72,72,61,technical_finishing_attackers
Taras Romanchuk,69,60,67,62,74,60,64,69,65,68,63,35,63,66,60,60,70,67,60,77,57,73,70,67,73,81,69,72,all_rounders_passers
Charlie Mulgrew,53,51,63,44,67,69,71,50,50,74,72,60,74,65,70,80,69,71,83,69,73,70,73,70,58,71,81,68,all_rounders_passers
Shaun Williams,63,59,60,65,73,69,70,60,58,65,64,51,66,72,77,68,69,70,72,68,64,70,72,67,74,83,78,74,all_rounders_passers
Dominik Kaiser,65,52,77,87,77,74,67,75,69,77,69,71,75,69,76,77,75,69,80,65,43,50,59,56,74,76,58,72,all_rounders_passers
Benedikt Röcker,29,42,32,32,60,55,62,23,20,62,25,26,36,39,32,21,60,45,24,68,76,78,73,70,50,66,90,69,strong_defensive_minded
Ki Hun Yeom,67,52,69,69,73,72,73,75,70,74,71,69,72,77,74,78,73,71,75,63,68,46,23,22,67,74,77,57,technical_finishing_attackers
Aythami Artiles Oliva,31,32,57,56,66,59,67,42,43,38,37,47,36,39,45,41,70,68,44,67,74,69,76,69,79,73,82,76,strong_defensive_minded
Claudio Terzi,32,66,47,77,69,58,71,26,29,59,48,42,61,39,43,28,50,52,40,72,70,70,72,71,86,77,77,75,strong_defensive_minded
Kevin Molino,75,74,77,77,73,73,72,73,71,69,66,60,69,70,63,63,68,60,68,36,61,49,53,47,69,74,65,55,technical_finishing_attackers
François Bellugou,37,37,52,55,66,71,64,56,30,59,58,30,62,66,54,59,70,64,65,72,69,72,73,73,72,72,72,68,def_ball_winners
Mohamed Yattara,76,83,73,70,60,69,72,65,73,77,64,58,68,59,51,38,67,49,55,22,70,17,25,14,86,60,82,46,aerial_ball_skiller
Federico Melchiorri,74,83,73,58,70,71,70,68,74,75,62,61,64,62,43,27,65,40,38,20,69,38,34,14,89,64,69,54,aerial_ball_skiller
Salih Uçan,74,71,76,71,72,72,66,69,68,71,69,66,67,77,69,73,74,71,74,68,68,62,64,61,60,66,52,67,all_rounders_passers
Lorenzo Lollo,78,79,74,76,69,75,69,69,57,63,67,57,59,69,69,59,75,71,69,59,59,63,59,55,78,84,76,71,all_rounders_passers
Domenico Maietta,30,33,33,52,68,48,70,16,13,21,18,15,15,20,28,14,56,53,15,78,70,65,78,74,70,50,77,72,strong_defensive_minded
Marcel Büchel,78,69,79,82,68,75,65,66,48,67,65,58,56,72,62,58,75,72,64,70,48,60,62,62,69,77,67,72,all_rounders_passers
Diego Arias,67,66,75,76,75,74,67,54,53,72,73,70,60,65,57,72,73,70,58,67,59,70,73,70,80,76,64,78,all_rounders_passers
Romain Brégerie,52,51,41,38,67,55,67,33,35,34,38,14,65,51,34,58,61,60,55,67,78,73,71,67,63,64,90,74,strong_defensive_minded
Gervasio Núñez,75,79,78,56,70,70,69,68,68,76,72,59,71,68,67,68,69,68,69,48,37,40,38,34,74,74,81,42,technical_finishing_attackers
Franco Soldano,72,67,69,66,68,69,70,72,77,69,62,64,58,69,35,29,55,39,48,25,78,31,26,27,79,78,72,40,aerial_ball_skiller
Danovis Banguero,69,77,68,49,68,70,71,65,52,69,60,51,47,61,73,39,63,58,40,72,68,62,73,71,57,86,81,70,all_rounders_passers
Marco Pérez,77,84,77,65,68,66,69,72,72,79,67,57,67,67,72,69,66,63,62,21,67,42,20,18,77,71,75,67,technical_finishing_attackers
Yoshifumi Kashiwa,90,85,92,87,64,70,65,65,66,71,62,59,51,62,69,40,66,58,59,32,50,64,35,34,84,81,41,28,technical_finishing_attackers
Dario Maresic,56,62,60,60,68,54,74,28,26,56,20,25,35,53,44,25,58,67,32,73,64,75,76,74,80,73,74,62,strong_defensive_minded
Samuel Holmén,68,65,72,72,70,72,63,70,61,72,71,59,60,70,67,65,73,72,63,70,64,68,70,66,68,71,68,76,all_rounders_passers
Michael Olunga,66,76,60,61,61,71,65,66,73,76,68,70,55,43,29,36,67,40,51,35,69,23,18,13,68,71,85,70,aerial_ball_skiller
Te Se Chong,59,71,65,71,73,68,72,67,73,75,72,66,65,72,58,57,67,58,64,28,72,38,44,33,74,73,82,82,technical_finishing_attackers
Masato Morishige,56,67,65,48,65,64,65,58,54,62,61,50,68,51,51,65,69,71,62,70,73,70,71,69,71,70,79,70,all_rounders_passers
Pajtim Kasami,62,70,55,53,74,75,64,67,60,84,72,65,63,74,66,62,73,70,56,67,62,40,64,56,59,81,79,75,all_rounders_passers
Carlos Alberto Alves Garcia,72,71,72,73,63,76,70,65,66,73,74,73,64,72,75,72,75,68,75,55,57,40,34,38,70,61,61,54,technical_finishing_attackers
Serge-Junior Martinsson Ngouali,68,71,74,89,68,73,75,66,59,63,61,54,46,74,54,50,74,67,62,69,58,70,64,62,77,83,69,72,all_rounders_passers
Jiloan Hamad,76,73,89,87,73,73,73,72,62,68,69,67,64,76,66,66,73,65,65,47,22,56,47,43,79,79,60,56,technical_finishing_attackers
Eirik Ulland Andersen,82,78,81,66,67,70,64,69,64,68,69,49,58,73,71,74,72,69,72,31,58,46,46,38,71,71,65,47,technical_finishing_attackers
Matías Vargas,85,81,79,85,59,74,69,62,70,67,56,50,65,68,68,52,74,66,44,23,41,44,37,29,73,91,40,30,technical_finishing_attackers
Lorenzo Pasciuti,87,85,86,90,65,73,73,68,50,56,50,52,47,60,70,53,70,66,71,53,48,62,47,57,63,78,64,42,all_rounders_passers
Pierre Kanstrup,63,68,60,63,69,65,70,48,36,69,39,43,49,56,54,58,64,63,48,68,70,74,68,69,68,83,84,71,def_ball_winners
Mathieu Coutadeur,59,64,82,83,69,72,70,71,63,69,73,49,70,76,51,68,74,70,80,59,68,53,54,57,70,81,69,76,all_rounders_passers
Bismar Acosta,51,48,55,59,63,60,66,34,35,64,53,48,37,32,29,34,56,60,39,66,69,70,70,67,77,71,93,82,strong_defensive_minded
Valerica Gaman,60,57,61,63,68,63,66,59,47,64,43,43,69,54,44,48,68,63,41,71,74,72,73,71,73,68,71,70,def_ball_winners
Calmon Wergiton do Rosário,76,83,72,67,73,68,73,69,68,72,70,65,62,67,70,49,71,67,67,70,45,31,73,72,54,82,73,75,all_rounders_passers
Leonel Miranda,79,79,81,82,65,74,69,67,59,68,70,45,54,65,64,67,81,70,66,69,56,55,56,63,53,84,60,70,all_rounders_passers
Francisco Cerro,72,73,67,63,73,70,61,64,59,73,62,56,53,66,66,57,73,71,59,73,59,72,73,67,75,89,80,68,all_rounders_passers
Rafael Delgado,70,72,60,67,70,69,66,68,42,78,74,21,63,70,80,70,69,69,68,68,76,71,68,69,75,77,70,75,all_rounders_passers
Víctor Ibarbo,90,93,78,46,67,73,64,68,62,80,65,64,66,69,65,64,65,52,67,35,64,29,41,38,78,79,86,68,technical_finishing_attackers
Jón Guðni Fjóluson,45,51,56,42,65,62,64,35,36,68,53,46,66,51,44,59,64,68,52,71,75,71,71,68,33,66,90,72,def_ball_winners
Abraham González Casanova,65,52,63,54,69,73,62,64,59,77,69,47,63,70,72,70,73,74,75,72,47,63,69,66,31,78,63,70,all_rounders_passers
Michael Rangel,59,63,71,56,67,64,68,79,75,73,70,80,65,56,49,62,56,43,60,31,78,54,25,23,79,74,79,54,technical_finishing_attackers
Mark Milligan,68,65,64,70,69,66,78,53,48,73,67,62,80,73,61,62,70,73,61,68,68,61,73,72,77,82,79,80,all_rounders_passers
Steven Naismith,74,71,75,67,78,70,78,73,71,74,64,66,70,76,59,42,69,65,66,53,75,53,55,57,86,78,76,86,all_rounders_passers
Andrés Cubas,76,66,89,90,70,68,70,51,35,59,62,33,51,61,58,40,75,64,43,72,55,73,74,76,78,86,31,75,def_ball_winners
Jordan Jones,90,90,79,90,58,74,67,60,62,60,46,49,56,62,71,64,68,59,64,34,39,40,42,45,48,69,37,43,technical_finishing_attackers
Kris Boyd,40,46,64,61,73,70,76,79,75,80,67,67,75,53,55,67,64,57,60,14,74,45,19,18,66,54,88,68,technical_finishing_attackers
Kasper Kusk,75,78,81,70,66,72,74,73,69,66,70,61,61,69,64,69,70,68,71,40,49,43,31,28,72,74,57,61,technical_finishing_attackers
Jores Okore,73,75,64,57,61,61,62,52,34,67,38,32,33,59,33,29,62,66,39,69,72,64,71,69,87,76,88,77,def_ball_winners
Mikkel Rygaard Jensen,78,74,82,74,72,70,69,69,63,63,65,57,57,72,63,70,73,66,71,33,48,59,44,39,74,77,64,72,technical_finishing_attackers
Rogério de A. S. Coutinho,83,81,83,78,68,75,68,67,68,70,62,66,65,71,64,68,67,60,64,26,61,29,39,31,68,62,58,63,technical_finishing_attackers
Omar Pérez,40,41,57,67,73,78,81,70,56,76,74,75,63,83,72,82,76,75,80,56,59,55,49,48,31,29,76,58,all_rounders_passers
Oliver Kragl,73,80,62,57,72,73,75,68,63,85,80,64,61,60,68,76,70,67,66,54,51,50,53,42,32,78,79,78,technical_finishing_attackers
Cristian Galano,91,92,95,92,68,72,65,66,67,61,70,64,56,67,65,72,70,59,72,16,43,13,14,14,83,92,62,49,technical_finishing_attackers
Manuel Iori,71,55,65,71,70,72,74,58,56,68,71,65,74,76,63,67,76,75,63,63,65,70,63,62,59,79,76,72,all_rounders_passers
Jehad Al Hussien,62,60,71,68,65,74,65,64,64,65,69,57,73,75,72,67,75,70,63,56,44,53,48,47,54,62,67,66,technical_finishing_attackers
Alexander Gerndt,80,73,73,59,71,73,68,77,71,75,75,71,67,70,70,68,70,59,70,30,56,27,37,32,66,78,71,63,technical_finishing_attackers
Petar Brlek,78,68,78,63,63,73,68,73,64,67,71,58,67,74,57,57,73,69,63,66,52,34,67,62,59,71,69,66,all_rounders_passers
Isaías Sánchez Cortes,47,50,78,86,76,71,75,62,49,65,58,31,50,80,59,74,72,73,72,68,37,67,72,63,85,77,68,68,all_rounders_passers
Mirko Boland,70,66,83,86,69,71,70,67,65,72,70,58,56,69,72,69,72,68,76,71,42,60,66,68,79,86,67,77,all_rounders_passers
Roy Krishna,92,91,86,85,73,74,63,67,65,73,66,64,67,56,63,63,63,61,67,51,64,42,48,43,80,74,74,74,technical_finishing_attackers
Shunsuke Nakamura,32,30,75,69,76,76,77,68,65,79,77,78,83,74,80,88,78,77,87,33,28,40,38,34,64,49,65,30,technical_finishing_attackers
Óscar Opazo,82,84,86,81,67,71,71,70,69,57,52,44,51,55,73,62,72,62,58,64,57,68,62,77,59,81,70,73,all_rounders_passers
Claudio Baeza,72,73,71,80,69,73,68,63,66,71,69,48,61,67,62,68,73,73,50,71,67,62,69,68,73,81,72,61,all_rounders_passers
Johan Arango,76,79,76,67,59,70,69,75,72,75,74,53,72,73,75,79,70,63,79,33,41,34,24,21,53,63,71,83,technical_finishing_attackers
Roberto Gutiérrez,66,65,65,59,65,72,56,78,77,68,63,59,78,58,37,67,56,50,45,35,75,29,19,16,81,63,74,77,technical_finishing_attackers
Patricio Rubio,76,77,73,68,67,70,66,72,73,71,65,66,68,56,60,58,63,58,59,25,69,23,22,19,83,81,71,57,technical_finishing_attackers
Arsen Khubulov,77,89,76,71,71,74,69,53,65,63,63,68,75,69,66,69,65,71,55,28,58,32,18,17,60,73,58,74,technical_finishing_attackers
Thibault Moulin,68,41,75,82,68,70,66,67,55,72,70,57,72,76,67,69,73,70,66,65,62,67,69,63,74,90,70,75,all_rounders_passers
Mustafa Saymak,75,74,77,87,66,73,70,72,68,70,69,65,59,74,61,38,70,68,63,60,39,45,42,38,58,76,49,43,technical_finishing_attackers
Luciano Aued,54,54,61,56,73,73,57,69,52,65,63,59,67,71,69,66,74,74,65,68,57,59,62,60,57,77,79,60,all_rounders_passers
Amaral Alves Marcos Vinicius,68,65,55,48,68,69,70,74,75,75,62,61,62,40,34,28,60,24,66,16,73,34,15,24,74,74,85,66,aerial_ball_skiller
Sebastião de Freitas Couto,87,85,76,69,70,74,70,73,64,83,70,70,64,66,70,64,70,64,63,57,57,35,55,51,64,77,78,74,technical_finishing_attackers
Duvier Riascos,78,82,77,70,67,70,66,69,67,78,63,63,61,58,56,54,63,51,61,17,71,45,41,31,80,75,77,72,technical_finishing_attackers
Taiseer Al Jassam,69,67,80,70,72,74,74,68,66,66,70,59,75,67,61,74,74,72,70,71,68,69,73,71,59,76,73,71,all_rounders_passers
Musashi Suzuki,84,83,74,61,73,70,64,75,74,71,73,65,70,58,63,37,53,42,62,14,66,19,12,12,60,60,86,36,aerial_ball_skiller
Sergio Vittor,58,56,52,37,69,70,61,61,52,75,69,55,62,51,59,51,73,70,48,67,71,71,72,70,48,73,86,72,all_rounders_passers
Hugo Droguett,75,74,77,78,70,69,56,72,69,71,68,49,64,72,65,75,69,64,69,54,52,59,36,31,69,72,62,47,technical_finishing_attackers
Ricardo Vaz Tê,82,77,77,58,71,73,67,73,74,80,69,69,74,68,64,57,66,58,67,45,77,42,36,24,70,64,80,63,technical_finishing_attackers
Luis Gonzalo Bustamante,76,71,81,80,63,70,66,62,66,67,68,59,53,78,65,57,76,74,49,24,43,35,37,32,74,71,56,56,technical_finishing_attackers
Luis Eduardo Delgado Pacheco,64,66,71,62,67,67,59,57,49,73,52,31,63,58,62,60,69,66,61,74,53,67,76,70,77,74,79,81,all_rounders_passers
Özer Hurmac?,69,71,80,76,67,75,62,64,61,83,73,71,61,70,71,70,71,69,82,38,71,22,44,20,81,74,65,69,technical_finishing_attackers
Junmin Hao,74,69,75,75,69,69,64,69,62,65,66,45,58,75,65,76,74,68,80,65,35,65,64,61,63,82,60,86,all_rounders_passers
Hanchao Yu,75,79,80,78,72,70,77,68,65,65,59,59,64,66,69,55,67,60,55,52,58,31,34,48,54,89,68,62,technical_finishing_attackers
Ali Çamdal?,44,32,67,64,74,67,61,56,58,70,64,47,61,64,60,61,70,69,64,73,62,70,74,65,79,75,74,77,all_rounders_passers
Josef Hubauer,66,63,69,67,70,74,68,56,58,79,76,57,69,76,75,71,74,73,72,65,49,47,64,62,59,77,58,55,all_rounders_passers
Osama Hawsawi,59,60,66,68,70,52,70,57,57,65,48,48,64,34,44,42,65,57,50,69,72,72,73,71,76,75,79,68,def_ball_winners
Tongo Doumbia,69,73,68,48,71,70,74,71,66,76,71,67,58,67,72,57,66,59,62,71,66,70,71,69,81,85,86,81,all_rounders_passers
Marin Leovac,80,78,72,68,68,68,66,58,33,70,56,39,33,48,73,55,66,68,71,67,57,69,72,73,71,74,73,74,def_ball_winners
Írven Ávila,77,76,82,87,71,74,60,74,76,74,65,70,82,37,36,66,57,46,66,33,65,41,19,20,54,65,56,50,technical_finishing_attackers
Juan Ezequiel Cuevas,80,82,79,88,63,75,59,70,65,65,62,60,63,65,72,53,71,62,66,41,60,35,52,49,75,72,56,64,technical_finishing_attackers
Jeong Ho Hong,77,75,65,59,67,58,67,50,43,55,45,39,46,59,30,39,63,53,45,69,76,66,74,69,79,72,76,72,def_ball_winners
Ond?ej Zahustel,82,86,73,59,69,68,66,65,58,64,59,57,63,53,70,55,62,59,52,68,76,60,69,67,83,83,66,71,all_rounders_passers
Luís Leal dos Anjos,75,74,69,75,75,69,66,71,72,82,70,69,66,61,64,75,62,57,62,34,66,30,30,27,61,69,73,72,technical_finishing_attackers
Romário Ricardo da Silva,86,85,87,84,72,75,66,74,71,67,62,64,66,65,63,71,71,63,67,28,65,30,22,23,54,74,52,32,technical_finishing_attackers
Alejandro Chumacero,72,69,74,92,68,72,70,62,59,73,71,78,66,68,68,57,77,69,60,74,52,59,62,58,66,85,57,73,all_rounders_passers
Süleyman Koç,84,85,79,85,67,74,60,65,59,62,46,53,56,62,75,47,70,59,66,20,43,27,28,25,73,68,70,51,technical_finishing_attackers
Sherman Cárdenas,79,79,82,90,69,71,63,68,63,72,72,72,72,71,74,74,68,67,74,42,41,58,32,26,89,76,38,62,technical_finishing_attackers
Nicolás Aguirre,73,68,71,63,69,74,66,71,67,82,74,57,71,69,68,75,73,68,75,60,62,68,63,71,45,77,77,77,all_rounders_passers
Leonardo Sigali,67,63,52,61,66,58,61,34,29,45,26,29,42,32,30,32,40,36,31,70,79,73,76,74,89,52,74,67,strong_defensive_minded
Mislav Ori?,84,90,85,87,65,70,74,71,72,75,68,68,68,64,69,72,67,67,72,29,41,27,33,31,54,65,59,40,technical_finishing_attackers
Germán Lanaro,41,55,57,37,63,56,62,22,15,61,55,24,40,35,29,24,69,69,25,59,72,69,74,71,82,77,87,78,strong_defensive_minded
Mario itum,74,71,74,68,75,73,61,69,64,62,60,46,59,72,74,41,72,68,58,39,56,23,39,34,52,72,56,30,technical_finishing_attackers
Peter Olayinka,75,81,71,66,70,69,70,71,73,71,63,56,65,65,68,34,65,54,39,35,70,20,37,26,76,91,71,68,technical_finishing_attackers
Murilo de Souza Costa,85,83,78,76,68,76,66,67,69,76,66,68,70,62,66,72,66,54,69,20,58,21,21,21,66,64,70,30,technical_finishing_attackers
Pablo Aránguiz,69,82,82,74,61,76,72,64,64,68,65,51,52,76,58,72,69,67,59,29,39,40,34,45,50,82,46,56,technical_finishing_attackers
Vladyslav Kalitvintsev,72,67,68,72,73,73,59,60,67,58,75,36,56,74,75,67,72,65,54,27,37,42,36,45,51,68,45,49,technical_finishing_attackers
Alexis Castro,75,73,80,68,67,71,66,71,67,65,77,52,55,71,68,63,71,69,61,72,66,58,61,55,67,71,67,47,all_rounders_passers
João Pedro da Costa Gamboa,63,65,61,56,74,74,63,62,48,68,59,44,47,68,58,46,73,74,46,68,62,67,71,67,61,75,75,65,all_rounders_passers
Leonardo Gamalho de Souza,57,55,32,47,70,69,69,79,71,76,57,66,71,54,43,28,66,48,54,18,74,26,21,27,61,65,82,56,aerial_ball_skiller
Agustín Bouzat,86,81,82,72,68,75,67,70,68,67,63,60,60,68,66,41,68,52,46,44,56,41,35,28,72,82,67,60,technical_finishing_attackers
Jadon Sancho,88,83,89,86,67,81,61,60,58,59,48,57,57,64,63,48,65,53,67,24,38,30,33,36,49,65,50,39,technical_finishing_attackers
Amr Warda,80,78,65,77,64,71,66,68,60,63,60,63,63,66,76,74,72,70,70,18,33,46,30,21,39,61,42,33,technical_finishing_attackers
Jacinto Muondo Dala,87,85,85,87,73,74,64,70,69,77,68,71,70,57,61,55,63,38,66,21,62,28,19,21,71,65,63,46,technical_finishing_attackers
Matías Zaracho,89,86,90,90,57,72,69,61,60,61,62,58,57,70,65,58,70,67,65,45,49,60,56,44,59,73,55,55,technical_finishing_attackers
Jaromír Zmrhal,80,82,69,60,63,72,64,71,67,77,73,62,52,73,72,55,68,66,70,56,59,50,53,48,54,76,69,57,technical_finishing_attackers
Michael Ngadeu-Ngadjui,66,70,62,67,70,51,62,31,38,72,21,38,50,33,28,26,63,56,30,67,72,70,70,68,70,60,92,68,strong_defensive_minded
Luká Pokorný,53,69,54,52,68,66,67,46,44,68,58,48,53,59,53,36,67,69,56,70,74,63,73,70,74,65,83,73,def_ball_winners
Jonjoe Kenny,73,72,68,71,67,55,63,61,28,50,30,33,53,55,69,49,64,60,56,76,64,70,74,75,72,68,63,69,def_ball_winners
Luká tetina,61,64,60,33,70,54,65,32,21,82,40,27,28,44,30,28,57,58,25,69,71,72,73,69,53,67,88,81,strong_defensive_minded
Nicolás De la Cruz,79,76,78,71,66,73,61,65,55,72,71,43,64,73,51,67,74,71,53,46,59,39,42,47,58,69,39,66,technical_finishing_attackers
Roman Yaremchuk,74,78,65,60,70,72,71,72,70,73,72,66,63,66,72,45,69,59,45,39,78,38,48,34,74,75,77,70,technical_finishing_attackers
Jakov Filipovi?,67,55,55,47,68,59,62,24,22,42,27,23,33,23,31,28,59,57,24,75,73,74,72,69,62,64,77,77,strong_defensive_minded
Rafael da Conceição Leão,87,85,75,50,72,71,76,73,70,71,59,65,63,66,62,58,64,52,72,21,56,25,24,21,64,70,77,59,technical_finishing_attackers
Diego Rossi,80,77,81,81,66,74,53,69,69,64,67,64,57,72,62,34,70,57,65,21,44,37,18,28,59,60,41,30,technical_finishing_attackers
Artem Shabanov,58,62,48,50,73,48,65,20,23,34,15,24,37,28,21,29,71,75,20,72,73,70,75,72,65,68,72,68,strong_defensive_minded
Scott McTominay,62,65,61,51,67,73,74,61,58,71,61,53,59,71,66,34,75,69,50,73,72,68,69,64,66,71,78,72,all_rounders_passers
Oleksandr Zinchenko,73,64,77,79,73,74,67,69,59,75,70,60,59,78,79,74,75,76,78,68,59,68,68,66,66,67,52,67,all_rounders_passers
Josh Onomah,75,74,72,73,64,73,62,68,60,62,60,52,42,68,53,49,74,68,54,46,45,60,62,44,57,68,68,45,def_ball_winners
Ainsley Maitland-Niles,79,84,76,70,69,72,74,66,56,65,62,44,54,70,64,36,74,69,60,66,38,57,66,60,55,69,66,58,all_rounders_passers
Ken Sema,77,81,70,82,68,73,62,63,59,77,68,61,44,72,66,72,68,59,67,40,34,36,49,48,50,72,78,63,technical_finishing_attackers
Jon Bautista Orgilles,61,57,62,69,68,69,62,71,78,75,77,69,70,52,47,57,67,41,50,16,72,25,22,16,64,54,49,35,aerial_ball_skiller
Borja Lasso De La Vega,54,51,67,37,70,72,69,68,69,74,71,52,59,72,72,64,71,69,63,48,38,45,45,38,31,59,64,81,technical_finishing_attackers
Justin Hoogma,67,65,63,60,69,70,63,32,23,47,24,30,35,34,28,33,70,73,37,73,58,69,75,72,54,67,76,68,strong_defensive_minded
Jan Bednarek,57,68,56,61,65,55,59,26,19,25,23,20,32,52,44,26,67,47,23,66,73,69,75,70,72,63,77,67,strong_defensive_minded
Mustafa Pektemek,71,74,69,68,74,72,63,72,73,68,67,66,71,65,67,61,65,63,69,55,72,41,59,49,83,80,64,74,all_rounders_passers
Bartosz Kapustka,79,77,77,75,67,72,58,63,61,65,66,49,55,69,65,49,73,66,67,38,56,32,35,38,70,65,51,41,technical_finishing_attackers
Fousseni Diabaté,80,76,82,76,64,73,57,73,70,64,59,56,59,62,64,38,64,58,43,20,62,20,17,14,51,64,50,33,aerial_ball_skiller
Andy King,66,62,69,60,72,69,69,72,68,72,69,67,60,69,59,59,72,67,64,69,73,68,70,67,75,71,74,63,all_rounders_passers
Edimilson Fernandes,72,78,66,56,60,71,63,65,62,73,70,56,55,69,57,51,74,70,57,42,45,52,60,55,56,74,70,60,technical_finishing_attackers
Cuco Martina,62,65,67,59,72,63,65,53,45,61,60,44,51,59,74,45,62,60,65,71,66,68,73,72,87,76,71,71,all_rounders_passers
Saido Berahino,75,71,64,71,67,72,67,74,71,74,67,67,72,49,47,61,61,55,62,33,66,20,18,23,55,64,66,43,technical_finishing_attackers
Gerrit Holtmann,92,92,73,69,63,69,58,64,60,75,59,49,60,60,69,36,66,57,58,58,47,58,59,50,55,68,67,34,technical_finishing_attackers
Phillipp Mwene,85,78,84,89,64,67,64,57,44,50,39,34,42,48,70,46,66,53,53,65,37,65,64,74,72,91,52,59,def_ball_winners
Alexander Alegría Moreno,48,54,65,39,64,77,68,76,70,72,66,76,63,48,48,22,65,39,66,19,71,45,20,25,69,64,78,53,aerial_ball_skiller
