player_name,acceleration,sprint_speed,agility,balance,reactions,ball_control,composure,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick,short_pass,long_pass,pass_curve,interceptions,heading,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,classification
Nicolas Isimat-Mirin,59,68,55,54,65,53,65,19,28,52,35,14,49,34,47,40,67,65,30,72,75,74,74,72,75,66,82,77,0
Renato Tapia,72,66,72,67,68,76,63,60,44,69,62,63,61,66,60,54,71,75,65,74,66,71,73,76,82,77,77,82,2
Jordon Ibe,83,78,80,81,65,77,68,71,63,77,72,50,63,69,67,53,70,61,65,48,35,35,45,40,57,67,66,50,1
Joel Obi,84,71,85,86,75,77,75,77,65,77,69,62,59,72,68,56,76,68,58,74,63,68,75,76,77,65,68,77,2
Riccardo Meggiorini,75,71,78,74,75,76,78,78,74,69,60,69,73,74,62,60,70,54,69,23,72,50,28,24,76,71,77,45,1
Manuel Pucciarelli,90,75,90,86,74,78,74,78,74,74,69,74,55,64,62,39,72,58,69,32,54,58,32,28,72,80,58,60,1
Nicola Rigoni,52,58,58,63,71,75,75,61,46,61,69,51,51,71,61,61,78,76,64,73,67,63,68,64,67,77,75,70,2
Filip Ðordevic,64,67,65,64,71,72,74,75,74,80,62,74,70,62,48,55,66,55,59,48,80,58,36,32,76,63,76,74,1
Mubarak Wakaso,87,87,81,85,77,75,65,69,55,85,68,76,36,69,74,57,75,70,66,71,50,75,72,69,85,81,74,81,2
Joaquín Navarro Jiménez,70,75,69,72,69,72,67,61,36,64,55,25,48,59,69,42,74,61,61,73,70,70,73,75,84,88,70,80,3
Darko Lazovic,84,90,76,67,64,78,68,76,65,65,60,70,49,68,70,74,74,67,66,24,54,28,33,28,44,52,34,67,1
Jairo Samperio Bustara,86,84,83,87,71,74,68,71,64,69,65,60,75,67,68,60,71,64,71,29,49,25,31,28,73,66,50,54,1
Gotoku Sakai,76,74,78,76,70,72,68,58,41,62,52,39,49,62,73,64,72,69,74,70,60,71,72,78,76,78,65,71,2
Taras Mykhalyk,52,66,62,57,67,62,70,33,46,47,52,46,47,48,60,42,77,72,54,76,70,75,73,73,70,69,80,75,3
Ádám Nagy,73,73,78,79,74,80,76,64,48,58,58,68,58,78,72,62,80,78,74,70,54,72,72,64,54,78,54,64,2
Diego Falcinelli,69,69,71,63,73,74,74,77,78,70,64,65,65,58,32,33,64,54,45,20,71,20,15,15,70,66,74,45,4
Charlie Taylor,77,69,72,71,71,72,70,63,49,63,59,43,45,65,75,61,71,67,69,72,70,74,74,72,73,73,69,74,2
Ben Gibson,61,60,57,69,66,62,55,24,24,33,28,20,21,29,28,22,65,57,31,73,74,76,75,74,75,63,77,68,0
Rodrigo Mora,76,78,79,81,71,75,70,74,73,76,74,78,68,68,69,76,68,62,75,26,72,42,24,20,89,76,72,74,1
Rafael Santos Borré,80,78,82,80,71,71,74,75,73,75,68,72,66,72,63,67,70,61,79,35,72,41,33,22,79,62,65,58,1
Jorge Moreira,86,88,76,76,64,76,68,62,26,55,59,28,39,51,78,32,77,72,59,59,65,71,72,66,66,86,55,65,3
Ignacio Fernández,75,75,73,63,71,75,67,67,60,72,76,60,61,74,69,69,77,74,73,58,54,65,56,52,33,85,70,71,2
Gino Peruzzi,81,85,73,70,72,69,72,55,38,67,60,40,46,53,68,50,69,66,65,83,57,60,71,73,80,82,66,73,2
Leonardo Jara,69,78,70,60,69,74,67,69,41,65,70,52,38,66,75,40,66,72,59,75,60,65,73,75,71,86,79,67,2
Ryota Morioka,63,54,72,71,67,75,77,72,72,67,71,59,64,80,71,70,80,73,65,27,58,32,42,34,62,64,59,39,1
Olcay Sahan,76,76,82,68,72,74,71,75,68,74,70,76,66,74,64,64,73,68,74,58,61,67,63,46,48,84,59,77,2
João Pedro da Silva Pereira,71,73,75,82,70,73,63,69,58,68,61,52,64,68,74,55,73,69,67,72,55,74,78,76,75,75,51,80,2
Ignacio Pussetto,79,78,77,66,68,77,69,79,78,74,67,64,69,55,65,42,68,67,43,12,67,25,18,25,71,78,74,33,1
Molla Wagué,49,59,46,46,69,51,68,29,31,44,29,25,34,36,36,29,49,51,30,71,73,75,75,73,68,67,90,77,0
Bram Nuytinck,34,50,40,38,68,58,69,28,32,62,36,40,46,44,30,34,58,62,46,76,70,78,78,72,64,55,78,74,0
Welthon Fiel Sampaio,75,77,74,70,71,74,75,72,72,85,65,72,76,67,64,79,67,52,81,26,69,22,21,19,74,67,73,76,1
Alhassan Wakaso,69,66,64,61,74,66,68,52,32,73,69,41,36,57,44,37,71,69,47,77,68,73,76,72,91,79,76,87,3
Davidson da Luz Pereira,73,76,78,73,74,76,68,73,64,64,63,58,58,68,70,66,72,62,70,30,45,31,35,40,66,74,58,45,1
Alexandru Epureanu,54,41,35,36,71,61,69,53,53,64,41,62,51,41,39,52,66,59,39,74,81,71,79,72,32,63,87,70,3
Milo Jojic,67,69,77,75,74,76,67,73,72,78,75,75,67,76,77,75,76,74,75,66,54,67,52,45,63,76,65,65,2
Aurélien Chedjou,67,63,62,58,66,62,64,44,40,60,59,50,57,63,39,50,70,68,51,72,76,72,74,70,79,67,76,76,3
Valentin Vada,66,64,75,77,73,76,70,73,67,67,60,64,58,74,72,74,75,72,73,69,55,64,62,57,58,74,70,62,2
Filip Ðuricic,76,75,78,77,73,78,71,67,64,67,63,69,69,75,65,69,74,69,76,42,48,48,35,43,73,55,61,45,1
Pol Mikel Lirola Kosok,79,79,69,74,70,75,71,66,35,58,51,59,30,58,76,30,73,67,73,69,65,73,74,73,68,69,67,70,2
Valentin Stocker,67,69,78,76,72,76,67,76,68,65,68,74,67,76,72,72,74,68,75,42,54,70,37,35,72,67,65,70,1
Ricky van Wolfswinkel,65,61,62,71,75,72,73,82,76,70,67,75,77,69,54,51,68,62,73,46,74,40,38,26,73,69,76,51,1
Gaëtan Bong,63,68,67,64,71,74,68,63,29,58,53,16,40,65,73,35,73,70,64,74,60,79,78,75,70,68,73,70,3
Bruno Saltor Grau,57,53,66,66,82,78,78,58,33,65,46,55,45,66,75,51,75,72,66,79,64,77,79,76,56,55,66,74,2
Jonathan Schmid,75,75,77,79,74,75,71,73,66,74,67,60,63,70,72,77,73,62,76,65,56,59,66,64,65,80,73,77,2
Diego Biseswar,74,73,77,80,70,76,68,70,66,75,76,65,40,72,71,69,72,70,85,31,42,42,24,23,70,63,63,54,1
Abdul Majeed Waris,91,92,83,83,65,75,77,74,73,74,73,65,65,72,63,51,68,59,49,36,66,41,33,34,92,66,62,72,1
Corentin Jean,87,88,90,81,69,71,68,75,70,80,69,69,64,69,73,59,69,64,66,29,61,31,22,21,42,67,49,55,1
Marc-Oliver Kempf,65,68,64,59,69,61,65,33,31,52,38,30,52,54,41,39,65,67,36,75,75,70,73,74,90,61,80,76,3
Andreas Beck,71,69,71,70,75,72,74,45,29,70,62,28,42,59,69,65,75,71,77,73,71,77,76,73,66,69,69,74,2
Thimothée Kolodziejczak,78,77,70,54,63,63,55,57,22,47,43,30,49,58,61,34,70,65,59,72,72,70,74,75,79,78,80,75,3
Fabricio Coloccini,53,44,55,59,67,65,77,40,45,63,71,58,58,48,53,56,68,68,58,68,79,78,75,71,78,54,78,78,2
Franco Mussis,74,71,73,77,72,68,75,61,46,76,78,49,51,69,62,65,71,67,63,78,54,73,75,68,75,81,80,84,2
Marvin Bakalorz,65,64,66,71,72,67,68,61,56,85,75,60,64,65,44,52,71,68,42,73,65,78,75,74,81,84,76,86,2
Keagan Dolly,84,77,83,90,67,75,66,65,66,60,74,60,54,72,71,68,74,70,70,28,23,55,32,24,67,65,45,59,1
Daniel Congré,49,62,58,61,65,70,66,51,25,41,26,26,24,53,65,23,69,68,32,70,72,76,75,75,73,68,78,74,0
Ludovic Baal,73,71,66,72,68,69,71,34,44,50,58,56,66,59,75,50,73,65,53,73,67,68,74,72,67,84,73,75,2
Hamari Traoré,81,80,72,82,74,69,62,69,48,68,58,32,47,63,76,34,71,70,71,72,69,66,72,71,88,76,62,73,2
Diafra Sakho,71,75,70,60,72,72,69,73,77,72,64,70,73,56,58,62,62,52,53,37,75,27,23,22,78,60,79,67,1
José Manuel Rodríguez Benito,70,68,68,61,71,67,65,34,52,75,56,72,48,54,48,33,67,67,36,74,70,72,72,76,78,69,76,80,3
Antonio Manuel Luna Rodriguez,71,72,66,69,67,74,66,63,60,78,55,56,43,67,80,45,76,63,58,75,64,72,73,73,75,78,74,82,2
Cheick Doukouré,76,74,75,75,69,73,65,66,58,73,66,52,59,63,59,66,72,68,59,74,72,73,76,76,80,82,80,77,2
David Remeseiro Salgueiro,81,79,79,77,69,75,63,76,73,75,71,66,68,70,68,69,73,66,70,29,56,39,31,26,67,68,67,48,1
Alfonso González,77,81,80,75,71,76,73,74,72,71,71,67,61,72,71,74,73,70,74,65,65,62,67,66,75,83,69,53,2
Angelo Fulgini,73,77,76,66,67,76,65,64,61,61,52,52,53,72,73,66,77,75,64,68,67,65,73,69,61,76,70,65,2
Mateo Pavlovic,32,30,33,34,64,68,70,68,67,49,58,43,42,34,37,31,63,54,51,64,77,71,74,73,78,65,92,82,0
Vincent Manceau,62,45,67,79,75,74,69,54,40,58,41,42,58,64,75,44,75,74,48,76,69,76,75,75,82,80,65,72,2
Flavien Tait,77,72,74,79,72,76,74,71,68,70,72,63,53,75,70,40,77,72,41,27,42,30,36,33,37,53,51,36,1
Billy Ketkeophomphone,75,79,80,70,74,76,70,76,72,73,69,67,54,70,73,75,74,70,71,41,68,15,16,18,73,54,55,35,1
Jordan Ikoko,78,81,73,76,69,71,71,59,31,49,48,31,49,45,74,42,73,67,50,69,61,65,75,75,75,75,68,62,3
Etienne Didot,41,34,67,75,72,74,75,67,61,65,65,65,65,78,78,73,79,79,69,71,61,70,70,68,62,66,62,70,2
Pedro Miguel Braga Rebocho,74,74,68,81,69,75,70,63,45,78,69,49,53,49,75,68,75,72,67,70,64,70,75,74,81,74,70,67,2
Artur Ionita,67,68,67,69,72,75,71,70,64,75,72,60,65,70,68,65,75,74,69,74,74,67,75,70,79,79,79,73,2
Marco Andreolli,44,53,59,55,65,55,74,33,16,59,24,23,34,28,22,18,55,55,31,67,76,77,79,76,85,30,79,76,0
Anthony Lozano,76,79,69,65,71,71,71,73,73,68,69,67,67,73,51,28,70,53,55,14,72,30,40,35,74,68,81,61,1
Marc Muniesa Martínez,42,59,62,66,70,73,73,61,42,46,37,32,50,61,67,40,73,56,66,81,72,60,79,77,83,70,67,78,3
Patrick Roberts,79,74,90,90,63,78,76,71,68,65,67,52,62,76,66,49,73,65,66,21,44,37,18,19,44,60,29,38,1
Jonás Ramalho Chimeno,67,74,65,56,70,57,66,39,40,22,34,44,41,44,59,34,69,52,57,72,76,60,78,80,82,65,75,76,3
Sofyan Amrabat,68,72,70,75,73,75,71,60,49,68,57,58,50,70,70,53,77,76,65,70,65,68,72,64,74,86,82,77,2
Benoît Poulain,34,37,47,40,70,56,67,41,23,25,21,23,65,58,43,36,69,68,35,79,76,78,76,71,38,66,80,77,0
Gregory van der Wiel,77,78,74,69,75,75,70,71,57,74,64,57,43,69,72,22,76,71,55,69,67,71,74,74,80,74,74,73,2
Matt Doherty,75,78,69,68,66,74,67,71,57,72,62,46,48,64,69,45,72,69,62,69,62,68,70,72,78,88,73,73,2
Romain Saïss,59,61,65,65,77,73,79,51,49,64,55,47,47,73,53,43,79,79,59,78,73,76,75,72,69,74,71,81,2
Sergio Floccari,64,65,67,70,68,73,76,77,80,75,68,66,72,60,56,60,68,48,66,20,75,25,20,16,83,54,71,48,1
Manuel Gulde,64,67,66,65,75,61,66,45,36,50,34,54,44,47,47,30,63,58,45,77,68,73,76,74,83,63,72,69,3
Janik Haberer,66,63,72,63,73,78,62,70,64,75,65,66,61,75,65,55,77,70,69,57,59,42,56,53,61,86,64,59,2
Jirès Kembo-Ekoko,82,80,70,68,72,72,66,71,69,81,78,67,70,72,70,74,73,60,76,49,56,21,31,26,55,59,77,64,1
Dedryck Boyata,66,72,59,56,55,61,54,47,11,56,25,36,13,34,51,13,66,59,34,71,76,72,72,71,85,71,90,77,0
Nana Asare,73,71,78,83,70,75,80,67,48,61,66,60,66,73,70,65,72,71,67,81,63,74,73,71,75,77,62,70,2
Birger Verstraete,76,68,78,73,69,70,69,50,39,73,59,44,70,65,69,53,72,75,47,72,67,69,73,72,78,87,68,87,2
Brecht Dejaegere,84,71,92,83,74,76,78,73,51,75,69,68,60,75,63,68,71,66,64,72,54,64,71,68,80,90,70,78,2
Kamil Grosicki,87,79,80,70,70,74,68,73,71,74,75,72,69,73,72,64,71,71,68,48,69,36,29,20,52,64,66,43,1
Adama Soumaoro,52,64,53,65,60,56,66,34,31,48,42,35,40,32,57,36,61,49,31,70,75,71,74,72,83,72,91,72,0
Luiz Araújo,88,90,87,80,77,76,68,66,62,68,58,56,60,69,66,56,71,65,70,31,54,29,44,48,56,66,43,55,1
Edgar Miguel Ié,76,72,70,65,65,65,67,35,32,67,55,38,49,33,68,60,66,60,49,76,66,71,75,74,91,68,73,76,3
Paul Aguilar,86,78,71,64,69,71,73,60,59,70,68,64,57,63,75,51,69,68,67,70,67,69,71,68,82,90,68,75,2
Renato Ibarra,89,90,84,75,67,75,63,64,60,70,68,64,54,62,76,61,70,62,60,56,47,57,52,46,69,79,70,73,2
Franco Jara,77,78,77,64,68,76,70,73,75,76,73,72,72,65,67,50,72,65,70,28,70,19,29,29,69,72,68,60,1
Gustav Svensson,52,44,48,59,74,70,72,50,34,66,47,45,45,64,49,33,75,69,55,73,65,69,73,72,73,87,77,82,3
Isaac Brizuela,90,92,88,78,64,72,65,66,65,72,69,61,60,62,70,57,72,65,69,47,50,40,50,42,66,80,63,70,1
Anwar El Ghazi,76,82,67,52,70,76,69,72,73,83,77,69,63,66,72,73,72,54,75,28,70,32,28,15,52,72,77,55,1
Conor Hourihane,65,68,80,76,71,72,68,66,66,71,77,60,64,75,74,77,75,71,74,67,57,60,71,64,76,88,69,75,2
Antonino Ragusa,87,88,82,74,69,77,71,70,66,68,69,70,58,64,68,51,75,60,63,36,59,55,40,26,66,72,65,57,1
Giampaolo Pazzini,65,61,71,78,68,72,78,84,80,65,40,77,82,58,50,40,65,40,63,20,88,45,22,20,93,58,67,70,1
Milton Caraglio,62,37,63,49,70,72,75,76,77,78,71,73,80,58,64,47,65,55,55,25,80,21,19,18,82,70,87,73,1
Jean-Armel Kana-Biyik,63,64,52,56,70,59,71,35,20,44,38,30,45,48,36,19,60,57,24,73,74,71,74,70,74,70,84,79,0
Oleksandr Kucher,51,50,51,66,73,62,71,56,49,59,49,64,33,62,42,42,73,69,43,82,72,78,71,74,62,74,74,69,3
Asamoah Gyan,71,71,69,68,73,73,72,74,74,73,69,73,70,75,71,55,73,51,54,26,73,24,29,28,73,72,75,62,1
Bernard Mensah,82,76,79,66,67,75,72,69,67,80,72,49,59,69,64,70,74,69,72,50,62,50,55,30,60,58,67,70,1
Niklas Hult,82,86,78,82,74,71,74,63,58,67,57,56,50,69,75,51,75,65,65,70,52,67,72,67,80,80,55,72,2
Paulo Sérgio Mota,83,86,75,76,74,73,66,65,45,57,49,45,47,59,72,68,68,54,70,68,64,68,71,70,79,87,60,68,2
Timothy Fosu-Mensah,79,85,73,62,69,67,67,61,57,69,60,55,48,61,64,34,72,63,60,74,69,75,76,76,76,70,78,84,2
Nawaf Al Abed,84,85,81,79,65,75,66,67,69,73,74,63,75,73,70,64,73,69,66,36,43,60,39,40,64,79,63,75,1
Salman Al Faraj,67,70,81,69,74,75,73,65,65,74,67,70,61,76,69,66,78,75,71,63,59,67,70,67,71,72,73,66,2
Adama Diakhaby,76,78,70,64,74,74,65,75,75,66,63,61,71,67,66,39,74,55,54,14,75,22,17,16,70,59,59,32,1
Florent Hadergjonaj,79,78,71,71,69,74,63,57,47,59,41,41,44,60,77,42,72,68,44,68,63,67,73,74,70,75,64,64,3
Alex Pritchard,75,62,75,85,66,76,68,71,67,76,69,63,66,76,70,77,74,69,75,40,42,40,40,43,48,62,32,67,1
Aldo Leão Ramírez,65,66,78,72,74,72,78,68,69,75,70,60,69,77,62,70,75,76,72,68,55,62,64,61,62,74,77,50,2
Leandro Fernández,87,75,78,70,61,73,72,75,75,79,74,69,73,72,64,47,62,55,56,51,69,44,18,17,68,82,66,53,1
Emmanuel Gigliotti,54,57,68,62,71,75,71,82,77,78,64,72,67,71,51,49,65,46,57,35,78,59,35,24,77,78,79,71,1
Guillermo Burdisso,34,38,47,37,69,60,66,31,39,67,21,36,48,51,41,11,62,50,50,71,79,73,75,73,47,71,87,80,0
Alexis Ruano Delgado,51,60,61,60,63,64,72,53,22,67,24,40,30,48,57,43,71,63,49,72,78,74,73,71,78,68,77,83,3
Didier Ndong,70,69,69,75,68,74,68,68,54,74,62,53,51,67,47,42,73,71,50,74,67,64,75,71,61,79,74,86,2
Oussama Tannane,80,76,77,73,69,76,66,75,74,83,78,73,70,62,63,72,70,67,81,33,48,35,32,37,63,66,71,77,1
Emiliano Velázquez,63,46,33,50,68,71,65,29,51,57,41,28,37,35,24,26,67,71,25,75,65,76,78,75,81,70,77,69,0
José Ángel Pozo la Rosa,74,72,76,80,62,78,62,69,70,64,74,69,66,65,65,64,77,75,65,46,57,61,52,50,55,57,57,39,1
Luis Advíncula,95,94,80,76,69,74,60,68,58,76,68,59,64,60,75,63,73,67,77,63,62,66,70,67,72,80,74,70,2
Álvaro García Rivera,92,93,83,94,78,69,64,75,68,65,63,49,55,69,71,50,68,60,61,22,57,35,22,29,87,70,41,33,1
Alexandre Moreno Lopera,71,78,79,77,71,74,59,71,64,58,60,65,70,62,72,57,72,64,69,66,70,74,73,69,66,90,39,49,2
Emil Krafth,72,78,73,71,74,68,72,52,41,70,58,46,54,60,68,54,68,62,70,75,64,72,76,76,68,76,68,72,2
Diego Chará,74,72,75,81,72,69,68,63,56,72,57,54,62,62,46,59,74,71,64,70,52,72,75,69,66,86,68,89,2
Christian Träsch,67,74,66,65,73,70,74,63,46,78,73,60,51,70,73,41,73,72,65,76,62,72,72,72,71,81,74,77,2
Marvin Matip,67,73,65,60,75,61,73,41,39,66,47,34,44,48,49,47,65,63,42,73,75,76,71,69,85,70,78,78,3
Stefan Mitrovic,39,38,46,43,67,58,70,31,22,61,38,28,35,43,38,33,58,56,29,69,75,73,78,73,68,67,85,77,0
Adrien Thomasson,72,74,76,79,71,77,72,71,68,76,74,64,57,76,69,54,77,73,71,69,59,60,68,55,70,67,61,62,2
Diego Valdés,80,78,72,65,70,75,78,72,63,75,73,63,52,75,66,67,75,73,68,53,66,45,52,40,66,76,76,50,1
Nicolae Claudiu Stanciu,69,69,77,78,69,75,64,72,70,71,76,65,66,76,69,74,72,71,75,42,66,23,30,32,63,67,61,60,1
Felipe Mora,84,78,75,69,67,72,68,75,77,75,69,66,68,57,32,40,66,64,55,21,71,22,23,18,81,71,71,39,1
Gonzalo Jara,67,66,71,66,69,67,75,51,45,58,46,28,45,61,59,47,71,73,28,73,69,71,72,73,78,69,77,90,3
Jean Beausejour,81,82,89,76,70,74,71,75,61,67,63,52,68,68,77,70,69,66,77,67,64,69,74,75,63,79,82,80,2
Timm Klose,48,46,33,31,73,46,71,28,29,64,35,32,39,52,24,26,63,68,38,74,80,73,74,74,56,65,84,72,0
Fernando Forestieri,83,76,92,88,72,78,71,72,74,75,74,71,69,74,64,65,73,60,70,42,59,50,53,31,84,75,65,73,1
Gary Hooper,68,68,67,73,69,73,79,75,77,77,67,70,72,60,59,50,72,48,48,15,72,20,27,15,71,69,76,59,1
Valentin Rosier,78,74,67,77,72,74,68,59,41,62,53,40,39,59,69,39,69,63,59,74,64,68,75,74,67,75,66,74,3
Djalma Braume Manuel Abel Campos,84,82,74,76,67,77,74,74,68,73,68,59,57,66,69,65,71,67,73,47,60,45,41,35,75,70,77,67,1
Lucas Villafañez,78,77,79,84,69,76,66,68,67,70,64,66,65,70,75,70,73,72,73,38,49,30,31,29,59,66,43,44,1
Dimitrios Kourmpelis,73,76,66,68,63,68,68,34,45,65,63,26,57,54,56,50,73,71,55,77,55,72,76,74,70,80,74,80,3
Kendall Waston,45,55,37,31,64,57,55,39,30,37,23,21,39,36,28,26,55,65,21,72,76,78,65,63,80,62,95,94,0
Kei Kamara,74,75,74,69,73,69,71,75,73,75,64,68,74,61,64,42,66,51,60,30,80,52,13,18,92,78,78,75,1
Joevin Jones,85,84,78,75,69,69,70,74,57,64,60,38,48,72,73,52,75,67,72,65,46,64,66,66,72,85,68,69,2
Aytaç Sulu,66,71,65,73,67,65,72,47,44,58,32,36,63,31,33,39,54,63,36,69,81,72,74,73,90,72,77,85,3
Mason Mount,77,69,78,75,70,79,70,63,67,70,66,61,60,73,69,67,74,70,75,45,59,44,44,30,46,74,46,38,1
Tom Huddlestone,34,50,33,44,72,79,82,63,60,89,73,78,72,73,72,73,76,82,70,72,72,71,71,66,50,40,87,76,2
Carlos Carmona Bonet,68,67,71,72,72,76,73,69,64,71,69,58,80,72,80,78,79,76,79,55,59,37,44,37,62,72,68,59,1
Álvaro José Jiménez Guerrero,77,77,67,72,62,75,62,71,69,75,66,69,49,69,76,49,69,64,74,48,48,57,39,32,55,75,58,57,1
Ron Vlaar,30,35,30,40,68,60,72,39,47,76,64,55,67,59,29,69,68,67,39,74,71,78,76,71,50,45,92,72,3
Willard Katsande,68,69,63,74,63,69,73,59,59,67,61,68,71,63,55,42,75,68,51,75,65,74,70,77,62,81,70,89,2
Fabián Sambueza,79,79,92,90,62,69,71,66,72,63,53,49,65,79,79,66,76,70,67,28,37,38,34,44,48,69,35,55,1
Fabián Castillo,92,92,91,79,72,77,73,72,69,76,72,66,61,60,65,66,61,55,75,43,45,40,50,38,52,78,59,66,1
Enzo Crivelli,40,59,60,41,72,74,68,78,75,77,64,64,62,64,49,49,73,59,59,25,78,24,26,23,74,72,85,87,1
Joseph Aidoo,75,79,63,71,65,48,63,25,18,40,23,21,31,23,29,28,48,42,24,71,74,70,78,72,78,78,88,90,0
Zainadine Chavango Júnior,68,65,66,72,70,61,65,42,22,57,57,30,45,39,58,67,59,53,65,76,70,75,73,74,92,73,76,80,3
Adis Jahovic,63,64,55,47,63,67,71,79,79,77,65,60,69,44,36,40,63,43,38,15,76,44,25,19,54,55,91,70,4
Lucas Orbán,57,69,65,51,69,67,71,59,48,67,49,47,61,58,70,44,67,64,74,74,64,69,75,78,78,68,76,79,2
Osvaldo Martínez,65,65,76,83,70,80,72,74,66,78,72,71,78,74,65,71,75,74,75,60,51,57,59,55,70,78,68,75,2
José Juan Vázquez,77,73,78,88,73,71,80,65,40,68,64,48,56,65,55,59,79,70,58,79,55,65,77,74,69,90,64,54,2
Matt Hedges,60,54,56,51,67,63,67,39,23,40,20,30,34,42,26,25,71,70,24,75,74,70,71,65,69,82,89,79,0
Nemanja Nikolic,70,72,68,72,70,72,73,81,77,74,66,68,73,65,55,67,61,42,71,29,71,39,15,19,73,74,80,57,1
Dax McCarty,64,49,72,77,73,70,66,60,46,68,53,56,66,66,59,54,76,66,66,72,64,75,74,73,58,88,67,78,2
Martin Ødegaard,76,70,78,76,72,85,77,62,59,55,57,65,59,80,74,68,75,68,72,48,38,38,31,32,46,64,33,32,1
Tim Matav,52,55,61,53,73,74,77,78,79,75,69,74,70,62,43,55,65,36,69,20,75,29,23,22,72,67,76,56,1
Graeme Shinnie,82,79,76,83,70,68,75,61,24,63,50,53,48,65,66,59,74,64,64,74,54,73,74,69,79,94,68,87,2
Alexander Ring,79,73,78,75,72,71,70,63,52,73,66,66,59,63,63,63,75,71,70,70,51,74,76,71,78,77,74,82,2
Federico Carrizo,90,89,83,81,68,75,71,68,62,73,65,62,69,70,66,70,75,73,69,58,52,58,31,27,74,73,63,55,1
Marco Ruben,77,75,71,71,75,73,73,77,73,73,66,67,74,68,60,56,66,58,64,46,75,36,40,27,85,69,75,65,1
Ewerton José Almeida Santos,54,61,63,61,69,64,73,30,30,53,32,49,47,55,48,40,67,52,37,78,73,73,75,73,82,60,79,66,3
Georg Margreitter,43,52,39,55,69,49,60,26,16,48,18,14,23,49,35,20,60,55,37,75,76,72,77,74,72,55,84,75,0
Muhamed Beic,61,65,73,73,72,77,76,58,53,59,48,41,48,67,45,55,75,69,52,69,67,73,76,79,81,67,74,83,2
Miguel Ángel Herrero Javaloyas,61,59,69,62,68,79,64,65,64,73,72,61,74,72,75,73,80,77,71,58,53,66,52,46,51,58,63,64,2
Konstantinos Laifis,65,66,62,57,70,68,71,65,56,74,68,66,54,67,61,59,71,74,62,73,75,74,74,73,67,75,72,72,2
Paul-José Mpoku,73,74,69,71,70,75,76,71,71,82,77,74,79,75,71,78,73,68,76,52,54,37,50,41,75,72,73,60,1
Rasmus Falk Jensen,86,85,91,89,72,76,71,73,66,66,62,60,56,71,70,51,73,66,57,54,54,54,44,39,85,87,58,62,1
Sacha Kljestan,60,62,66,62,74,73,75,75,66,70,71,64,67,82,76,73,78,71,70,59,69,35,65,59,77,76,69,70,2
James Tavernier,83,88,73,74,65,73,68,67,61,70,69,50,74,68,78,70,74,69,76,67,63,63,74,71,73,86,79,70,2
Daniel João Santos Candeias,90,83,88,78,69,74,67,69,63,69,67,63,63,68,76,70,70,64,74,50,54,56,53,45,59,78,67,71,1
Ryan Jack,68,67,75,66,70,73,78,49,50,63,55,31,55,65,60,47,75,71,63,72,62,70,72,67,69,91,74,85,2
Jakob Poulsen,50,63,73,73,70,74,75,69,67,73,73,68,82,75,74,78,76,75,72,68,52,60,62,53,70,80,70,73,2
André de Castro Pereira,68,66,77,72,71,75,69,70,66,84,76,62,63,76,66,55,74,72,71,69,55,63,66,61,67,75,77,76,2
Arouna Koné,75,76,73,61,71,75,74,71,75,78,68,71,67,66,61,56,67,49,57,28,71,30,43,26,78,75,76,47,1
Renaud Cohade,61,52,61,72,72,75,74,65,52,63,72,65,67,73,72,71,78,76,76,67,63,76,66,68,70,72,68,78,2
Ivaylo Chochev,64,70,64,53,69,75,66,67,67,75,71,56,59,71,61,55,76,73,62,68,76,68,68,69,70,83,75,71,2
Mato Jajalo,59,68,73,75,69,76,69,60,53,73,67,59,65,68,67,71,78,75,69,73,68,71,72,68,72,85,79,75,2
Ilja Nestorovski,74,71,67,74,71,73,68,79,80,68,69,67,68,42,39,65,61,37,61,27,67,41,27,26,72,86,81,53,1
Michal Pazdan,56,48,62,70,75,63,65,45,35,62,49,41,31,64,47,41,66,63,48,78,70,69,72,71,90,72,77,87,3
Matt Besler,71,73,69,70,73,70,76,32,35,56,40,44,61,60,49,35,74,78,32,73,69,77,73,74,69,80,76,69,3
Ilie Sánchez Farres,60,59,73,72,75,76,71,53,39,49,57,38,69,66,54,49,77,73,51,72,69,68,70,70,80,83,73,73,2
Octavio Rivero,72,73,75,74,69,71,67,76,75,76,69,71,73,53,25,24,62,57,26,22,73,20,19,20,75,74,81,69,4
Édson Puch,82,79,87,79,72,77,71,72,71,74,70,49,70,70,67,50,68,64,58,52,35,40,44,36,65,77,60,51,1
Stefan Lainer,84,86,72,75,75,66,72,66,59,73,70,59,45,60,74,33,69,62,65,68,55,62,71,73,66,90,69,81,2
Amadou Haidara,77,76,76,74,77,73,76,73,63,74,75,57,57,73,67,60,74,72,69,73,50,59,69,64,76,81,69,62,2
Luciano Acosta,86,77,85,89,70,76,71,69,62,71,66,67,54,74,61,62,70,67,68,36,48,39,42,31,62,69,49,64,1
Ollie Watkins,79,85,82,73,68,72,54,72,71,68,68,53,60,76,67,56,71,59,60,44,58,40,46,36,66,66,68,34,1
Edoardo Goldaniga,43,55,42,35,70,59,64,13,22,55,41,26,34,19,27,33,57,56,29,74,73,73,75,75,79,56,78,76,0
Lorenzo Crisetig,48,54,67,68,72,76,72,60,33,70,68,58,59,74,62,59,78,76,61,73,68,68,72,60,72,76,76,67,2
